"","category","city","food_mean","food_num","food_q1","food_q2","food_q3","food_var","money","postcode","rate","rate_num","uuid","class"
"3328","台灣美食","taipei",8653.84615384615,39,5000,7000,13500,3956.74342615666,"$",110,4.5,392,"e630179b-0ff1-47fe-929c-c927d2b4852a","low"
"3329","台灣美食","taipei",19666.6666666667,6,1750,4500,31625,24793.5923621855,"$$",105,4.5,500,"5ec63a6d-fb40-40b2-8c5e-f187d589cb7d","bad"
"3330","台灣美食","taipei",7657.14285714286,35,3250,6000,11000,5277.67728750256,"$",110,4.8,500,"da4ba9b8-d869-4225-97bc-e3eb6e045222","cp"
"3331","台灣美食","taipei",11955.5555555556,18,5500,13500,16500,6092.82111470561,"$",105,4.7,295,"8d831735-d66c-47b6-aadc-c06d09b6df82","cp"
"3332","台灣美食","taipei",20623.5294117647,17,19800,19800,20800,2502.59381013914,"$",110,4.7,148,"1d304c0c-0d29-4936-b8f1-822865466dd2","high"
"3333","台灣美食","taipei",14666.6666666667,30,10000,11500,18000,7188.33932297455,"$",105,4.6,133,"2b27c38c-200a-4575-b2a7-c21c902cf018","bad"
"3334","台灣美食","taipei",17782.6086956522,23,8750,19000,23000,10446.3703775174,"$",106,4.3,276,"8f003d30-ce50-4695-8c4d-efd4704c1f6a","bad"
"3335","台灣美食","taipei",10133.3333333333,15,4000,6000,18000,7428.47374783153,"$",106,4.3,62,"266ac3b1-c8f9-4ac3-8e30-912a521eb7b3","low"
"3336","台灣美食","taipei",9663.04347826087,46,6000,8000,13500,3964.59103081111,"$",105,4.8,350,"ece17309-de2b-4f27-9223-fdc89d15a42f","cp"
"3337","台灣美食","taipei",9451.61290322581,31,8500,10000,11000,2730.81235316904,"$",104,4.6,85,"1d67feb1-4ae3-4945-80ca-f45d366f6613","low"
"3338","台灣美食","taipei",12400,4,11400,14400,15400,5024.93781056045,"$",110,4.7,79,"5d26c2e0-c377-4d10-835d-7cdee1afba46","high"
"3339","台灣美食","taipei",4931.81818181818,22,4000,5000,6000,1902.72206054101,"$",105,4.5,38,"d9e38d46-ec10-477d-beb8-e2669a6fcbd8","low"
"3340","台灣美食","taipei",20907.6923076923,13,12000,14000,15000,19750.9673195814,"$",104,4.6,187,"ca3d4bb4-a831-4c50-b7d5-2d35d4f7319b","bad"
"3341","台灣美食","taipei",8324.07407407407,54,5000,7500,11000,3765.28662945073,"$",105,4.4,120,"04a40c4d-0b0a-4a8a-87aa-c4cb38703437","low"
"3342","台灣美食","taipei",7300,25,4000,5500,7000,4701.06370941726,"$",105,4.5,306,"2bb6dbf4-484c-4a15-b7b1-5f01cf74aff0","low"
"3343","台灣美食","taipei",11955.5555555556,18,5500,13500,16500,6092.82111470561,"$",105,4.7,175,"5ec7f514-223b-4697-82e9-c64025aaa7f3","cp"
"3344","台灣美食","taipei",40523.8095238095,21,16000,18000,57000,37998.2694438263,"$",110,4.5,154,"77f9f36e-0e94-465f-9b02-d5676e87c6de","bad"
"3345","台灣美食","taipei",25773.9130434783,23,19000,20000,31000,12938.3897053054,"$$",106,4.6,361,"44561ad6-cf1e-4cc4-8236-a4ffeb8d8b58","bad"
"3346","台灣美食","taipei",15593.75,16,15000,15000,16000,1325.45687877803,"$",106,4.5,136,"96df41e1-1ff5-46db-9ae2-0070cdce2747","bad"
"3347","台灣美食","taipei",18325,12,17700,19100,19100,1810.21407573801,"$",104,4.6,350,"3c818bab-d4af-4103-9391-0945cbb8065c","bad"
"3348","台灣美食","taipei",9848.71794871795,39,4500,8000,14500,5508.54216811335,"$",104,4.7,117,"54b4eae8-bb31-4ec0-b8e1-0bc5192793f1","cp"
"3349","台灣美食","taipei",10050,20,7000,10000,14000,3612.1323342314,"$",106,4.7,385,"8f516839-c62c-4081-8d95-c309e18323fc","cp"
"3350","台灣美食","taipei",23307.6923076923,13,16000,25000,30000,7342.02461476308,"$",105,4.4,253,"e6e7b51e-ab64-4f12-991a-8b6dcede68a3","bad"
"3351","台灣美食","taipei",5400,5,4500,5000,6000,1240.96736459909,"$",105,4.7,159,"71483657-fe4f-4253-87ea-860178de9207","cp"
"3352","台灣美食","taipei",13160.7142857143,56,6000,12000,20000,7701.52300734427,"$",110,4.7,96,"b6cc0c86-76a5-4174-8177-667a06b93bc9","high"
"3353","台灣美食","taipei",8425,24,4000,8000,9500,5500.09469615448,"$",106,4.7,56,"7ee52218-1bb8-4188-a6cf-89d5370dec9c","cp"
"3354","台灣美食","taipei",4161.76470588235,34,3000,4000,4500,1417.95517764602,"$",105,4.5,57,"946883c4-ffd3-40e6-8e1b-adc1c540ff85","low"
"3355","台灣美食","taipei",9700,35,7000,8000,12000,4469.26008577323,"$",106,4.8,124,"fd726b14-d63d-4ecb-b341-0d4b74e6538c","cp"
"3356","台灣美食","taipei",14014.7058823529,34,13000,14500,15750,2931.78648136564,"$",104,4.1,50,"b79e30d1-8547-4803-86fb-8ffd96b47a09","bad"
"3357","台灣美食","taipei",27265,20,18850,29000,34250,13373.4167287197,"$$",105,4.5,79,"946d3821-579d-4cbf-b9c8-9c1c0ae1c6a2","bad"
"3358","台灣美食","taipei",27090.9090909091,11,22000,22000,32500,7452.3278297888,"$",105,4.2,83,"862c0894-3c45-4097-982e-fe1eac2d105c","bad"
"3359","台灣美食","taipei",12055.5555555556,9,11500,11500,13000,895.806416477617,"$",105,4.1,125,"e50b9e96-452b-4990-950f-1dad0160f14d","low"
"3360","台灣美食","taipei",13915.3846153846,13,12900,13900,13900,1683.33284511876,"$",105,4.4,90,"22a7a2d8-d173-4d44-a850-af843cf68420","bad"
"3361","台灣美食","taipei",13280,25,11000,14000,16000,4591.47035273016,"$",110,4.1,100,"28f45b0b-f532-4ac5-ba4c-ecb8eca8c1b0","bad"
"3362","台灣美食","taipei",8083.33333333333,12,7000,8000,9000,1114.92401335497,"$",110,4.7,254,"9c3088f6-2bf5-4406-b073-ca6a9cc38829","cp"
"3363","台灣美食","taipei",22953.125,64,20000,23000,29000,7728.15406383536,"$",104,4.6,141,"96da59d1-be87-4bee-9ec1-7b445fddffe9","bad"
"3364","台灣美食","taipei",7617.39130434783,46,4500,5000,7500,6285.88150048863,"$",110,4.4,55,"0746c64f-9210-4876-ae87-eb9ae9df93f6","low"
"3365","台灣美食","taipei",7026.78571428571,56,4000,5500,9500,3283.37212717508,"$",100,4.8,18,"293611a8-cc06-41b3-b18d-12def96b17ad","cp"
"3366","台灣美食","taipei",17750,24,9750,16000,23250,10223.5430909902,"$",106,4.4,49,"8e51c28c-d154-4499-8576-48976c835409","bad"
"3367","台灣美食","taipei",23658.75,80,16000,18500,26000,14052.0344946026,"$",104,4.7,169,"5bee4642-b892-4ce7-a95d-3c401dc79cbf","high"
"3368","台灣美食","taipei",13500,2,13500,13500,13500,0,"$",104,4.8,30,"b7fec84d-1cec-471f-845e-4182b3b30b7d","high"
"3369","台灣美食","taipei",8531.25,16,7500,8000,9000,1205.05121779118,"$",105,4.7,136,"616d4acb-be8d-4b84-9ac3-d359d0f6563d","cp"
"3370","台灣美食","taipei",7833.33333333333,18,7125,8000,8500,1374.36854187255,"$",110,4.7,119,"91da9a8e-bef4-4d43-b3fb-4a7553bc5e9d","cp"
"3371","台灣美食","taipei",26842.1052631579,19,25000,25000,29000,2795.92104953546,"$",106,4.5,71,"91a66bbc-1f61-4224-a318-d7032b4c62ef","bad"
"3372","台灣美食","taipei",3578.48101265823,79,2700,3200,4500,1316.84998963781,"$",110,4.3,41,"bcb6fdbe-940e-48d8-a32a-3cf011538771","low"
"3373","台灣美食","taipei",23718.5185185185,135,15000,20000,26000,19535.5902571205,"$",105,4.5,206,"7316dfe4-a49b-415c-8f7f-fa5eeec037ed","bad"
"3374","台灣美食","taipei",23555.5555555556,9,21000,26000,26000,3435.47218527562,"$$",106,4.6,24,"47991d5c-51c9-4970-8dc0-82a6015694eb","bad"
"3375","台灣美食","taipei",13190.4761904762,42,10000,15000,16000,4614.87292936599,"$",106,4.5,35,"2120bbe8-3f9e-41ff-ad91-6e6ba7da9f19","bad"
"3376","台灣美食","taipei",27355.5555555556,9,20800,20800,20800,18541.9111511139,"$",106,4.5,46,"8e581a37-0d15-4dac-8fcb-67fffc1959a4","bad"
"3378","台灣美食","taipei",25075.4716981132,53,15000,18000,25000,21730.6400991118,"$$",106,4.6,190,"d13b70ec-d0a7-4400-a927-02ca44617036","bad"
"3379","台灣美食","taipei",14935.7142857143,28,6500,16500,19250,8866.31725310194,"$",100,4.5,91,"80421ce2-8980-4210-bc2d-f5e58f8bba5e","bad"
"3380","台灣美食","taipei",21929.8245614035,114,15000,20000,25750,12533.2675191294,"$$",105,4.5,154,"f35dde7b-36c1-40d2-b18b-ec0ef76686e3","bad"
"3381","台灣美食","taipei",5636.36363636364,11,3000,3000,6500,5244.43821885671,"$",110,4.5,15,"2f7e9d86-f60c-4706-8685-eb8ebfe8acdd","low"
"3382","台灣美食","taipei",10050,20,7000,10000,14000,3612.1323342314,"$",106,4.5,44,"961f3dcd-dcfa-40d0-b332-4db73e5c0c72","low"
"3383","台灣美食","taipei",17711.5384615385,26,14500,16500,20000,4361.48589033573,"$",105,4.7,42,"1b888ab9-d658-4b63-8c9c-8ede6dc9f228","high"
"3384","台灣美食","taipei",25843.4782608696,115,20000,26000,31000,7894.51246323268,"$$",110,4.6,97,"5d6c52e1-1662-4a7a-b816-080ebf101a02","bad"
"3385","台灣美食","taipei",39433.3333333333,15,33000,39000,47500,14423.2066091036,"$$",110,4.6,71,"a10b9648-111a-4a6a-b68f-b184f896ed6f","bad"
"3386","台灣美食","taipei",11416.6666666667,6,11000,11000,11000,1693.5334527418,"$",105,4.2,68,"79bf7682-f6d0-46ea-9f86-fce560cd4aea","low"
"3387","台灣美食","taipei",16806.8181818182,88,12000,15000,23000,6132.73251151974,"$$",104,4.7,29,"fb7f6b4d-4fa2-4766-9f06-9bc92c04834c","high"
"3388","台灣美食","taipei",30555.5555555556,9,22000,25000,40000,10996.0711277671,"$$",110,4.7,121,"878fc02c-0711-42eb-a9d9-53f490c0dd86","high"
"3389","台灣美食","taipei",20160.7142857143,28,16250,22500,26500,6670.90373432664,"$",104,4.6,44,"5aef9263-ba45-4001-b422-39a449a1c902","bad"
"3390","台灣美食","taipei",21283.7209302326,43,4800,12800,36800,19462.8439117058,"$$",106,4.9,21,"2fcffd0b-6a8f-43d9-973a-a336e2e9cc5f","high"
"3391","台灣美食","taipei",24650,12,19900,22900,28150,5973.90157267426,"$$",110,4.4,36,"9d5ddf0e-6dc6-4268-8519-99fcf75b2881","bad"
"3392","台灣美食","taipei",7148,25,4000,5500,10000,3650.65692718448,"$",100,4.3,165,"ecfd5a74-7f21-463b-85ef-05dd29f44f59","low"
"3393","台灣美食","taipei",15747.1264367816,87,8000,10000,18000,14558.0237312976,"$",105,4.6,203,"514efcfd-ab80-4ca1-a36b-508c852b70ee","bad"
"3394","台灣美食","taipei",4964.28571428571,14,0,6500,8250,3902.67438392428,"$",110,4.7,96,"24709b9b-4d71-48bb-8bd5-00559a6ec8ff","cp"
"3396","台灣美食","taipei",29504.8076923077,104,18000,24000,35000,18587.0477018463,"$$",104,4.4,56,"0e11b631-cc85-44f2-a1bc-54bd198812eb","bad"
"3397","台灣美食","taipei",23070.1754385965,57,5000,18000,37800,17293.0871992684,"$$",110,4.9,14,"6c827f9e-3a68-4250-a3c6-2516541c1ccd","high"
"3398","台灣美食","taipei",16615.3846153846,13,15000,15000,18000,6108.48667572056,"$",105,3.6,56,"27e09c6e-80e7-49b9-8d5a-c7bc0ab6fd33","bad"
"3399","台灣美食","taipei",15747.1264367816,87,8000,10000,18000,14558.0237312976,"$",116,4.5,222,"98ebdb69-4dcf-4f5d-b37a-536e569134ec","bad"
"3400","台灣美食","taipei",9650,8,8000,10750,12650,3941.76356470045,"$",105,4.7,33,"1f8318ad-7d3a-4864-90bd-07bfde8ada88","cp"
"3401","台灣美食","taipei",17937.5,48,12000,18000,20000,6138.69642106531,"$",110,4.5,18,"67d41a3d-35a9-4ff9-a606-71c7bc6275b0","bad"
"3402","台灣美食","taipei",1500,12,500,500,2500,1354.00640077266,"$",110,4.4,21,"e78ec7f4-6424-44b0-8a0a-43bedd45942f","low"
"3403","台灣美食","taipei",9441.17647058824,34,8000,8000,10000,3532.96389877318,"$",106,4.4,26,"975000a9-1b82-49c0-bd5b-2d23a5a0d6e6","low"
"3404","台灣美食","taipei",45706.6666666667,15,7450,15000,93800,53677.1517707695,"$$$",110,4.7,56,"a7892d07-f8af-4b4d-bde1-a722082d03bd","high"
"3405","台灣美食","taipei",18300,3,12500,24900,27400,13030.2212823369,"$",106,4.8,29,"532dac1d-dc5e-4083-8d49-3aa8176a724e","high"
"3406","台灣美食","taipei",11240,10,5250,11250,16000,5921.85781659776,"$",110,4.7,36,"9b1f6922-1958-44a7-9717-85760618d924","cp"
"3407","台灣美食","taipei",11083.3333333333,12,10500,12000,12000,1705.79079087156,"$",105,4,25,"6dd075db-8b32-4cde-8fd7-9e477e4de452","low"
"3408","台灣美食","taipei",11625,8,10500,14000,15000,5048.20512657717,"$",106,3.7,17,"d2e37e60-a91e-40a9-877c-9508882fb771","low"
"3411","台灣美食","taipei",20468.75,16,13000,19500,26000,8153.73524450604,"$",100,4.7,11,"a1321088-89b3-4088-8878-8d07d2204ce5","high"
"3412","台灣美食","taipei",19307.6923076923,13,18000,18000,22000,3267.19393563005,"$",104,4.5,25,"fb56ed3b-0227-4153-9f7d-b49537af1ab0","bad"
"3415","台灣美食","taipei",36600,5,32000,35000,38000,18542.9231783988,"$",114,4.7,19,"59f075e8-0137-42a7-a49b-b4edd2d66d60","high"
"3416","台灣美食","taipei",12077.1929824561,57,4900,5900,17900,10142.7879060255,"$",114,4.2,44,"3913d811-8e37-4db5-8fee-a4d0ef6d35ab","low"
"3428","中式料理","taipei",47333.3333333333,3,36000,40000,55000,16357.1255285137,"$$",115,4.6,197,"4002a902-eb14-42c4-9295-c628e54ae000","bad"
"3429","台灣美食","taipei",5495.77464788732,71,3900,5000,5900,3898.76963689967,"$",106,4.7,500,"4968c872-1c59-4e9c-8e74-bea9410f4744","cp"
"3430","台灣美食","taipei",4404.6875,64,3375,4000,5000,3170.24396180227,"$",110,4.7,500,"baa5304a-96f6-4a1a-bc6e-25fabed8e197","cp"
"3431","台灣美食","taipei",11888.8888888889,72,8000,10500,15250,4569.84547379022,"$",106,4.6,500,"202c6eb7-188d-45a5-860b-31949c0e7c07","low"
"3432","台灣美食","taipei",7531.74603174603,63,3000,8000,11000,4112.38259433224,"$",110,4.8,500,"45195570-e67c-481a-bec9-0b97e3d058a5","cp"
"3433","台灣美食","taipei",4900,5,4500,5500,5500,800,"$",106,4.4,500,"d217e0fb-2ab6-483f-9568-98575d62348c","low"
"3434","台灣美食","taipei",26895.2380952381,21,20000,22000,30000,11515.1856751764,"$$",106,4.7,260,"0abb87a3-c599-4ee6-8a95-c3022f24b1ee","high"
"3435","台灣美食","taipei",8413.79310344828,29,6500,8000,10000,2363.76732298122,"$",105,4.7,349,"99a2b9d7-d8a2-4ba2-8979-e7b572f82716","cp"
"3436","台灣美食","taipei",12267.2413793103,58,5500,7000,12000,11425.6273943941,"$$",106,4.7,67,"12bbcd84-cc25-4769-8c0e-03990e7b0a5e","cp"
"3437","台灣美食","taipei",68485.7142857143,7,79900,79900,79900,27959.1757783394,"$$",104,4.5,81,"7c2ddd49-fdc5-4fc7-96b3-3a09204fcf86","bad"
"3438","台灣美食","taipei",8838.23529411765,34,5125,6500,8750,5713.40089850079,"$",106,4.8,500,"f3dec2fe-4f31-412f-a809-91dd23644dbb","cp"
"3439","台灣美食","taipei",11790.6976744186,43,10000,10000,14500,5032.72148640892,"$",110,4.7,500,"5a0c87a2-6768-4583-9460-b8a8c8183c75","cp"
"3440","台灣美食","taipei",19580,50,15000,20000,25000,9674.89534827121,"$$",105,4.8,500,"ed688bd3-9e14-48b8-a472-ac9f03da86ae","high"
"3441","台灣美食","taipei",6950,20,4000,4000,6000,6127.60148834762,"$",105,4.7,500,"05aeaec9-14da-4497-aa0b-17523658a1d9","cp"
"3442","台灣美食","taipei",25773.9130434783,23,19000,20000,31000,12938.3897053054,"$$",106,4.7,500,"662527a1-4021-4077-8fa6-cf7fa60a30aa","high"
"3443","台灣美食","taipei",11707.7922077922,77,7000,10000,15000,6302.62295910319,"$",104,4.7,500,"cd6d721a-8733-49a5-98cb-b1c4ad26dc36","cp"
"3444","台灣美食","taipei",9900,40,5000,12000,14000,5485.43526076099,"$",105,4.7,118,"1816f9c0-03c6-44d4-b8aa-4e6d4fd7bffc","cp"
"3445","台灣美食","taipei",8451.21951219512,41,4500,8000,10000,5026.52097846377,"$",105,4.6,500,"f04c1d19-20cc-4f3d-8c5e-21e7f38aad4d","low"
"3446","台灣美食","taipei",10381.25,16,8125,9500,12000,4803.54280063163,"$",110,4.7,500,"d8c945ca-f219-481b-9641-2872e38bb0b9","cp"
"3447","台灣美食","taipei",20500,38,12000,13000,25000,20654.7433063844,"$$",106,4.7,397,"2c10b2b0-c5cd-4bdb-a823-77bba952b07d","high"
"3448","台灣美食","taipei",6272.72727272727,22,3000,4000,5000,6136.19528388589,"$",106,4.5,184,"54424078-05b3-419e-865d-a845492951bf","low"
"3449","台灣美食","taipei",23454.5454545455,11,18000,22000,28000,7820.29569731148,"$",105,4.5,186,"1354f2a4-c232-4308-ada2-dc556ef44087","bad"
"3450","台灣美食","taipei",6881.39534883721,43,3500,5000,6250,5761.34899472755,"$",105,4.5,500,"8509aa88-337c-4885-a545-27ea393ebe1e","low"
"3451","台灣美食","taipei",21237.5,40,17000,19000,22500,9519.05162030336,"$",106,4.7,147,"daea171d-7c88-4e05-8be0-6a836e671095","high"
"3452","台灣美食","taipei",18720,25,16000,17000,20000,4556.48987708741,"$",106,4.9,116,"ff5cb872-8f0e-45e1-9f97-7627b7a2a32d","high"
"3453","台灣美食","taipei",19973.9130434783,23,7250,22800,26800,9405.69750511125,"$$",106,4.8,100,"494ba185-dc7a-4c09-91d8-c3911e43c82a","high"
"3454","台灣美食","taipei",9673.33333333333,15,6500,8500,10000,6742.44927472371,"$",106,4.7,22,"ef0819eb-8d65-4e2d-bcf7-d46ae115e4d3","cp"
"3455","台灣美食","taipei",19973.9130434783,23,7250,22800,26800,9405.69750511125,"$$",110,4.6,47,"d8f84eeb-8d98-46b4-b415-644590881165","bad"
"3456","台灣美食","taipei",24458.3333333333,48,9500,25000,30500,18830.3371510502,"$$",110,4.6,52,"ab382bd6-c9f3-498e-bdda-811d830e7376","bad"
"3457","台灣美食","taipei",9119.40298507463,67,4500,7000,12000,5931.25389592298,"$",110,4.5,21,"242500be-6a54-4805-bffd-1523c6b956a1","low"
"3458","台灣美食","taipei",28625,56,10750,26500,33000,23478.3810131789,"$$",106,4.7,18,"43dd4b18-b6ed-4fea-9267-ce58a71d0600","high"
"3460","日式料理","taipei",3900,46,2500,3000,3900,4117.82973653968,"$",110,4.7,500,"5729db6a-275a-458e-a0a7-bcb8b68d8990","cp"
"3461","日式料理","taipei",3900,46,2500,3000,3900,4117.82973653968,"$",106,4.7,500,"d05e9a61-0255-42ae-9a3e-b237deed0012","cp"
"3462","Desserts","taipei",5785.71428571429,28,3500,4000,6125,5034.57433905888,"$",106,4.7,382,"501690fd-4640-481c-bc4e-1f23e19eddfa","cp"
"3463","珍珠奶茶","taipei",5796.66666666667,30,5000,6000,7000,1243.24396461658,"$",105,4.8,500,"4f14ea17-c0a1-4034-8de7-a95c13911bcf","cp"
"3464","Vegetarian Friendly","taipei",16040,25,15000,16000,18000,4032.17063131014,"$",110,4.8,123,"0d339f1a-67eb-4e26-9c4c-5486a34e05bd","high"
"3465","中式料理","taipei",21533.3333333333,39,19800,25000,28000,10485.0891277611,"$",106,4.8,423,"1b5eb7df-54a8-4525-8771-8b3ce9a19229","high"
"3466","日式料理","taipei",22086.9565217391,46,19250,23000,26000,13287.4999888855,"$$",106,4.8,341,"f3715b1b-5482-4303-95aa-2536cd67f244","high"
"3467","中式料理","taipei",22058.5106382979,94,12000,21000,30000,12346.9042512815,"$",105,4.7,432,"04d2b2ab-108c-4383-9d10-6a8540c074a3","high"
"3470","中式料理","taipei",15035.2112676056,71,4500,13000,17000,19580.5458108588,"$$",100,4.6,500,"5620ebc1-f71f-46a2-92f5-bb6d16b73970","bad"
"3471","健康美食","taipei",15333.3333333333,9,15000,15000,16000,1247.21912892465,"$",106,4.7,500,"bf46692a-169e-4e20-98e7-06359689a93a","high"
"3472","中式料理","taipei",6405.66037735849,53,4000,6000,10000,2915.5675258625,"$",110,4.6,500,"c18e28b9-ee32-4af8-9ed4-d9fe6ebe4490","low"
"3473","Breakfast and Brunch","taipei",3966.10169491525,59,3000,3500,5000,1483.99485693882,"$",105,4.8,500,"0546aad2-729d-48dc-9274-34ea34309686","cp"
"3474","Breakfast and Brunch","taipei",5141.73228346457,127,3500,5000,6000,2041.78557585675,"$",106,4.7,500,"ff279597-5b3c-4dbc-8430-4a4a1bd79508","cp"
"3475","健康美食","taipei",29737.037037037,27,19900,28000,34000,13941.0703704092,"$$",105,4.8,500,"b6914ffc-45d6-482b-901e-faf69f3c2599","high"
"3476","中式料理","taipei",13575.7575757576,33,8000,15000,20000,6233.00259873008,"$",110,4.6,500,"64549868-de1c-4b2e-8902-2ef228255144","bad"
"3477","珍珠奶茶","taipei",5173.4693877551,49,4500,5500,6000,961.243987843321,"$",106,4.6,98,"611540fd-d611-4009-a751-4c67f9e0ea77","low"
"3478","中式料理","taipei",9419.35483870968,31,6000,9000,12000,4169.97094093988,"$",105,4.2,40,"cef5b968-74b8-49cf-b4bc-587934c517ba","low"
"3479","日式料理","taipei",9891.30434782609,46,4925,7900,14900,5403.01148261647,"$",104,4.7,221,"ce6c2ea9-9936-4d00-afba-839a1ee12aae","cp"
"3480","中式料理","taipei",24914.2857142857,70,18000,25000,30000,9678.75856434795,"$$",106,4.5,40,"ca684982-45b2-46ef-9551-9406baa246d4","bad"
"3481","Breakfast and Brunch","taipei",6662.28070175439,114,5000,6000,8000,1989.55122996246,"$",104,4.7,44,"dc452586-350a-4b58-b186-f2eb12d93cae","cp"
"3483","日式料理","taipei",28262.5,16,12775,21400,29800,27957.8449410894,"$",106,4.6,500,"67df350b-aa8e-481e-8f93-80e5429b9761","bad"
"3484","Breakfast and Brunch","taipei",7508.57142857143,105,5000,6000,8500,3731.2097945053,"$",106,4.7,238,"84ca02ea-1c96-4d39-a239-7efb8d9e3b02","cp"
"3485","中式料理","taipei",9340,25,8000,9000,10500,2571.84758490856,"$",110,4.4,463,"e6fe8d66-8ce9-4a13-9f96-60399fb7a4a4","low"
"3486","Desserts","taipei",5445.94594594595,37,5000,5000,6000,1038.34447093506,"$",110,4.7,241,"5d119061-415b-444d-8a5b-3e7be2d4370a","cp"
"3487","咖啡館","taipei",4983.13253012048,83,4000,4500,6000,1165.44828513638,"$",105,4.8,232,"f4e237c7-2a59-4a62-922a-55e4dfc99470","cp"
"3488","中式料理","taipei",13406.25,32,8000,15000,20000,6076.89978010992,"$",104,4.7,500,"491c63f5-ce97-4fb5-b668-18f2fad5c86f","high"
"3489","美式美食","taipei",12378.431372549,51,7900,10000,16500,6407.81733740936,"$$",105,4.6,56,"b35697e2-d73d-4d70-b44a-a1c142adafc7","bad"
"3490","美式美食","taipei",8541.33333333333,75,4500,5500,9700,7457.40067911661,"$",106,4.7,500,"032ec3e9-a3cb-47b8-8599-7c088e28eb68","cp"
"3491","中式料理","taipei",6875,20,5625,8000,9000,2719.71965467031,"$",106,4.8,407,"d4693187-d8c9-4fef-851f-d0dca155f411","cp"
"3492","中式料理","taipei",19240.7407407407,54,18000,21000,23000,9042.97391509458,"$",106,4.8,500,"9c5ec342-0472-43dd-9012-e4df73a444bf","high"
"3493","日式料理","taipei",27514.7058823529,34,8375,16000,18000,47165.6164167534,"$$",110,4.8,134,"c5362457-e300-4ec7-a141-f3435e03555c","high"
"3494","Vegetarian Friendly","taipei",23522.7272727273,88,15000,18000,22250,31847.9081918789,"$$",106,4.6,121,"843e6c20-1e8b-4f52-b62c-28be6abca371","bad"
"3496","美式美食","taipei",10254.7619047619,42,3500,5500,15250,10815.6236722392,"$",106,4.7,500,"cb256406-526b-4d72-9977-f4c37aecf7c9","cp"
"3497","美式美食","taipei",10431.7073170732,41,3500,5500,15500,10886.4973207335,"$",105,4.7,466,"1cbb3df6-d734-45c5-b988-6d92fcd7c301","cp"
"3498","美式美食","taipei",10431.7073170732,41,3500,5500,15500,10886.4973207335,"$",104,4.8,434,"e7fbbd7b-50b1-4259-a50a-cedd3c231046","cp"
"3499","咖啡館","taipei",11911.7647058824,17,9000,12000,14000,4236.51943059549,"$",110,4.8,117,"59badd27-f680-4562-9ec1-dfc7388bc050","cp"
"3501","咖啡館","taipei",9800,15,8000,8000,8000,6734.98329619309,"$",105,4.9,268,"110c7ec5-8ba2-450c-b64b-5ca13d9089fa","cp"
"3502","咖啡館","taipei",10642.8571428571,42,8000,9750,10000,3557.83125868922,"$",105,4.9,411,"ece86f3d-a0bd-4176-97ed-5eb161fb5478","cp"
"3503","咖啡館","taipei",8045.45454545455,33,6500,8500,9000,1892.4236358783,"$",106,4.8,292,"b5a6afac-bf69-4e19-ae8d-0e792095a2a2","cp"
"3504","咖啡館","taipei",26660.3773584906,53,14000,26000,35000,15364.6781842854,"$$$",106,4.7,31,"8f66d631-1786-42e8-978a-7f877348c1f3","high"
"3506","咖啡館","taipei",11413.0434782609,23,10000,12000,12000,2078.10623401422,"$",105,4.7,15,"bea64237-ba31-4789-aeae-0ccbe2356e77","cp"
"3507","咖啡館","taipei",10785.1851851852,81,6900,10000,13000,5502.75152523013,"$",105,4.7,252,"e9bb888f-3391-41a1-a94f-ac77383e53e5","cp"
"3508","咖啡館","taipei",15264.1509433962,53,11000,12000,22900,7462.94226816547,"$",114,4.8,150,"f1b8d67e-0d21-42d0-a484-276fc6eeadad","high"
"3509","咖啡館","taipei",5437.5,48,4875,5500,6125,1106.91481906544,"$",110,4.8,235,"77178b5f-8031-433f-8849-1d31e8094107","cp"
"3510","咖啡館","taipei",4983.13253012048,83,4000,4500,6000,1165.44828513638,"$",105,4.8,232,"f4e237c7-2a59-4a62-922a-55e4dfc99470","cp"
"3511","咖啡館","taipei",5755.10204081633,49,5000,5500,7000,1294.10929489695,"$",110,4.7,201,"6ee258e0-10d8-4373-bcb3-574dc69316f7","cp"
"3512","咖啡館","taipei",17328.5714285714,70,13000,15000,22000,5087.01829189171,"$$",110,4.7,225,"692dcf5c-cf18-4096-950f-019f54296b84","high"
"3513","咖啡館","taipei",17615,100,15000,16500,18500,7346.37835943671,"$",106,4.9,94,"bf455361-e35b-486e-8a95-bb6a46089c22","high"
"3514","咖啡館","taipei",22717.6470588235,85,10000,20000,35000,14655.7451210064,"$$",106,4.6,238,"a003d5d0-1788-4015-b668-6f3b2bd90b67","bad"
"3515","咖啡館","taipei",21987.8048780488,41,16000,21000,25000,7840.24001380841,"$",106,4.8,108,"07f7eea7-c03c-4c1b-9836-9b4dc1bb6d07","high"
"3516","咖啡館","taipei",17328.5714285714,70,13000,15000,22000,5087.01829189171,"$$",106,4.8,110,"65ad9c00-bbae-4e94-b175-687775d39977","high"
"3517","咖啡館","taipei",18694.4444444444,18,15250,16000,17375,7289.90719512809,"$",105,5,34,"fadcf1a4-e887-425f-a044-a0a7f9a0cc0a","high"
"3518","咖啡館","taipei",11821.0526315789,19,7750,12000,14800,4203.2041596568,"$",106,4.9,31,"af31cee8-d188-4cb5-a5f6-60d3fcd7b381","cp"
"3519","咖啡館","taipei",18333.3333333333,6,9250,11000,29250,12591.8845116827,"$",110,4.9,20,"585fee98-8b7c-462f-aa01-c60fc3d6e24e","high"
