,category,city,food_mean,food_num,food_q1,food_q2,food_q3,food_var,money,post,rate,rate_num,uuid
943,日式料理,kaohsiung,14000.0,4,12000.0,16500.0,18500.0,6595.452979136459,$,801,4.2,17,4314a426-b430-4b45-9715-e0211654251b
944,日式料理,kaohsiung,11791.891891891892,37,9000.0,10000.0,16000.0,4588.433070490044,$,813,4.7,444,b0e5b1c7-1d0a-4d55-aa9a-e68532e4f8ec
945,日式料理,kaohsiung,10675.862068965518,58,3900.0,9100.0,15400.0,7507.107215139245,$,813,4.6,337,30ac8798-6cf1-4a6f-97f8-932a55f4a8f5
946,日式料理,kaohsiung,13250.90909090909,110,4500.0,12000.0,18000.0,10081.556025774318,$,807,4.6,210,d126d938-79b5-4d38-ac14-318ca128c6f7
947,日式料理,kaohsiung,22514.814814814814,27,14000.0,17500.0,28500.0,12020.128294862983,$$,804,4.7,108,9e14c472-e28e-4d55-a2d6-16125ea6b759
948,日式料理,kaohsiung,6625.0,20,5000.0,6500.0,9000.0,2365.7715443381258,$,807,4.7,500,ae13fbad-e6a1-4b42-947d-52bfb62682d1
949,日式料理,kaohsiung,10785.714285714286,14,5625.0,9500.0,16250.0,5975.289250961251,$,807,4.7,500,63b73863-e279-4282-a961-c869e1f0e00d
950,日式料理,kaohsiung,14500.0,32,11000.0,15000.0,18000.0,4616.546328154847,$,813,4.7,500,eef3bf7e-ede1-44f5-b5f8-54871ca4dbbb
951,日式料理,kaohsiung,12605.263157894737,19,10500.0,11500.0,13750.0,3928.9041842023403,$,807,4.7,500,6c674c5d-9b4c-4fb1-86dd-dfacc8d80f43
952,日式料理,kaohsiung,16619.04761904762,21,9000.0,18500.0,21500.0,8393.456581092489,$,807,4.7,354,b28097fc-7db8-4232-ac0b-de9d7e9a9646
953,日式料理,kaohsiung,14863.636363636364,11,7750.0,16000.0,20000.0,8798.478455988617,$,800,4.7,291,0ad2d716-25a4-45a5-9b55-0f410c8d00ff
954,日式料理,kaohsiung,14863.636363636364,11,7750.0,16000.0,20000.0,8798.47845598862,$,807,4.7,276,84caeec5-a757-46bb-a4aa-7701c3f39888
955,日式料理,kaohsiung,6617.5,40,4500.0,6000.0,9600.0,3023.233988628733,$,807,4.5,500,da4416b4-cac6-4df7-a1a8-d422b1616414
956,日式料理,kaohsiung,11294.117647058823,17,4000.0,8000.0,18000.0,7629.391355589736,$,807,4.8,463,6da36174-4ec9-4194-b2f4-4676df574e6d
957,日式料理,kaohsiung,16281.25,16,9750.0,19000.0,21250.0,6595.3789457088815,$,813,4.8,365,db356daa-cbef-4e73-80ed-96dd262a6190
958,日式料理,kaohsiung,14500.0,32,11000.0,15000.0,18000.0,4616.546328154847,$,802,4.8,382,b532af6c-d815-4963-ad91-6be8b5d69e06
959,日式料理,kaohsiung,16000.0,17,6000.0,13000.0,24000.0,13473.285114058333,$$,800,4.8,246,0db91674-5562-453e-bb34-bf7632f805c9
960,日式料理,kaohsiung,17560.0,40,14750.0,17400.0,20000.0,5855.843235606636,$,804,4.7,184,ffbd693c-3c04-4689-96b9-2aebcfa0c190
961,日式料理,kaohsiung,6615.8536585365855,82,3000.0,6000.0,8000.0,4557.424109644563,$,800,4.6,156,e16290a7-e2d6-4408-bb6c-154ad253baf7
962,日式料理,kaohsiung,12155.555555555555,18,6800.0,14300.0,15800.0,4993.576120290528,$,807,4.6,117,1bdd895d-b85a-4bb5-b070-e2efafcd9575
963,日式料理,kaohsiung,19888.88888888889,9,6000.0,7000.0,32000.0,15786.382630077414,$$,813,4.8,38,bbefaab1-d491-425b-bebe-2b5565fabceb
964,日式料理,kaohsiung,12600.0,40,5000.0,10500.0,18000.0,9064.49116056715,$$,800,4.5,29,02ca9197-4ea5-43dd-8195-ef75a13929ad
965,日式料理,kaohsiung,16510.20408163265,49,10000.0,12000.0,23000.0,9156.513125170079,$,813,4.6,33,ed42e5dc-0683-45af-85fe-ae11d7c1579d
966,日式料理,kaohsiung,11260.0,25,8000.0,11000.0,14900.0,5373.118275266235,$,804,4.5,500,3d30f00f-a987-4356-9618-e69f50a4725a
967,日式料理,kaohsiung,10732.876712328767,73,7000.0,10500.0,12500.0,4915.0887279863255,$,807,4.7,109,17bf7c9b-5a2f-47c4-b006-46f0888a3b20
968,日式料理,kaohsiung,15571.42857142857,14,12000.0,15000.0,19000.0,3223.004049336708,$,800,4.6,142,59eb230e-5b0a-4bbe-ac1c-1a84b0cc85ab
969,日式料理,kaohsiung,6963.636363636364,11,4000.0,6900.0,8950.0,3374.037971245279,$,801,4.3,79,3dc74281-bcff-4d99-a9d0-88ecec1dfa0d
970,日式料理,kaohsiung,17541.666666666668,24,15000.0,15500.0,18500.0,7702.700644723397,$,804,4.5,95,9f00bda8-8e0e-41ef-9421-38210643d16a
971,台灣美食,kaohsiung,7750.0,20,5375.0,7750.0,10000.0,2699.5369973386178,$,807,4.6,500,41b60740-eccb-45f0-a226-e5786d8931b8
972,法國美食,kaohsiung,13923.684210526315,38,8250.0,11000.0,22500.0,7170.826650229765,$$,801,4.9,21,368f8f94-14de-4a8a-9700-9c3aea295c84
973,泰國美食,kaohsiung,47947.22222222222,36,15975.0,28000.0,35000.0,67471.10281080466,$$,813,4.8,395,1d219fa4-4d67-4242-a835-f262b5f26b98
974,泰國美食,kaohsiung,15487.012987012988,77,12000.0,15000.0,19000.0,4271.602109776485,$,807,4.6,179,7372a29e-9af5-4da2-a05a-bbd3dad55809
975,泰國美食,kaohsiung,18078.947368421053,57,12000.0,18000.0,20000.0,8367.538296152627,$,807,4.7,225,cfa129de-2c8a-4fba-99d5-464bec930992
976,港式美食,kaohsiung,10066.666666666666,15,9000.0,9000.0,9000.0,3991.101212558872,$,807,4.5,177,a17bd77e-8e6d-4191-85d7-91abfb8ded9d
977,港式美食,kaohsiung,10123.529411764706,51,5800.0,7000.0,9800.0,8745.320053455462,$,804,4.7,500,92a29e26-5bb9-47cd-bde7-b9fa14c47544
978,港式美食,kaohsiung,7305.263157894737,57,6000.0,6500.0,8000.0,2586.701554247788,$,807,4.4,172,e677f1cf-31d0-4bfd-9586-e16080e4e4a6
979,港式美食,kaohsiung,9380.952380952382,21,5500.0,9500.0,12000.0,3058.574060480915,$,807,4.6,405,6c22b795-027d-4332-b951-742b1a6691b7
980,港式美食,kaohsiung,10285.714285714286,21,6000.0,8000.0,13000.0,5797.313475862329,$,813,4.6,42,a9461fbe-633c-4dc1-bd47-aab7b1a37c58
981,烘焙坊,kaohsiung,10614.70588235294,34,8150.0,10450.0,13600.0,3221.6302370202334,$,807,4.2,17,04cf4a1d-5f46-42ba-a361-96f9a256bafa
982,台灣美食,kaohsiung,5587.155963302752,109,4000.0,5000.0,6000.0,2560.680131750809,$,804,4.7,413,9c51ad7f-aa4e-4ccf-b0e4-9dc5c11c814e
983,台灣美食,kaohsiung,6770.27027027027,37,5000.0,5500.0,8000.0,2781.683805147315,$,807,4.8,500,f0533600-0ff3-4355-bd21-03723aae1386
984,美式美食,kaohsiung,12527.272727272728,55,4500.0,5500.0,14750.0,13216.538599874912,$,813,4.8,500,5ae29c93-9f7f-44bb-aa08-bbd29dd21427
985,台灣美食,kaohsiung,6160.869565217391,23,4000.0,6000.0,7500.0,3508.342743956713,$,802,4.7,500,06e0c16a-b920-4595-9e38-12bc1b73185e
986,美式美食,kaohsiung,10300.0,45,4500.0,4500.0,11500.0,11219.744500953071,$,802,4.8,500,f48b709a-4cbf-4fea-93b5-d8cc7b8397df
987,台灣美食,kaohsiung,9397.058823529413,68,8000.0,9250.0,11500.0,2661.7647058823527,$,807,4.7,500,0acf55fb-4496-4bfe-9f30-db93ef69604e
988,韓國美食,kaohsiung,16044.117647058823,34,12000.0,16250.0,20000.0,6998.285133494389,$,807,4.7,356,ed17791b-21d9-44eb-85e2-cc3dffe8aee4
989,台灣美食,kaohsiung,9397.058823529413,68,8000.0,9250.0,11500.0,2661.764705882353,$,807,4.7,500,7eee30ed-1f1a-4181-b355-feb75ae17b8d
990,泰國美食,kaohsiung,15487.012987012988,77,12000.0,15000.0,19000.0,4271.602109776485,$,807,4.6,179,7372a29e-9af5-4da2-a05a-bbd3dad55809
991,台灣美食,kaohsiung,5440.677966101695,59,2500.0,2500.0,3500.0,8146.47929869651,$,813,4.6,124,97a5043b-9e20-4a60-b1d3-7d982a1f699c
992,珍珠奶茶,kaohsiung,3722.222222222222,63,2500.0,4000.0,4500.0,958.5777236116984,$,807,4.8,500,bf4fd8aa-b7e0-4788-8683-3388b234317f
993,珍珠奶茶,kaohsiung,5242.592592592592,54,5000.0,5500.0,6000.0,1480.3155133971911,$,813,4.9,500,26b0cf36-df9a-439e-b92a-0db29df9b7f6
994,珍珠奶茶,kaohsiung,3756.25,16,3000.0,3750.0,4625.0,1340.6941998457366,$,813,4.9,500,4d6762bf-b991-4bd9-bf40-0038d2759805
995,珍珠奶茶,kaohsiung,3756.25,16,3000.0,3750.0,4625.0,1340.6941998457366,$,807,4.9,500,d9ccf711-8c96-493b-963e-913b93a2dacb
996,珍珠奶茶,kaohsiung,6825.0,20,5875.0,7500.0,8000.0,1154.068888758379,$,800,4.7,477,6aa50dda-1426-4860-8242-e14940fcc289
997,珍珠奶茶,kaohsiung,5111.111111111111,36,4375.0,5500.0,5625.0,866.9159185737353,$,804,4.8,138,66b11681-233a-456f-92ca-eae263aeed39
998,珍珠奶茶,kaohsiung,6611.111111111111,18,6000.0,6500.0,7500.0,1799.3483045224052,$,804,4.5,90,98124e8b-cb1f-49bd-9ee7-9886b6b20c2e
999,珍珠奶茶,kaohsiung,4342.105263157895,57,3500.0,4500.0,5000.0,946.6371446634183,$,813,4.8,90,aa00d482-4fe6-4427-98fe-cd93b059ab8c
1000,珍珠奶茶,kaohsiung,16496.20253164557,79,11000.0,14000.0,18000.0,11412.201365626785,$,813,4.9,48,192a825d-4f2f-4994-bedc-7894ed6c9d07
1001,珍珠奶茶,kaohsiung,3604.0,25,3000.0,4000.0,4500.0,1005.7753228231443,$,807,4.7,20,080c0690-3b38-46bf-b26d-0813b78f6f96
1002,珍珠奶茶,kaohsiung,3666.6666666666665,42,3000.0,4000.0,4500.0,897.5274678557507,$,802,4.8,95,bef26482-7bb8-4f78-8701-a8d8136e60f6
1003,台灣美食,kaohsiung,10109.09090909091,33,7500.0,8500.0,9500.0,6143.158975955022,$,807,4.8,500,63572a28-1633-4426-a9e0-03b67dd5b534
1004,珍珠奶茶,kaohsiung,6194.366197183099,71,4500.0,5500.0,7000.0,3161.248074262187,$,804,4.8,500,ec1af1ca-5738-43b1-a456-f7fd177c19ff
1005,咖啡館,kaohsiung,7036.8421052631575,57,4000.0,6500.0,8500.0,4145.326329564179,$,807,4.7,162,a3350ada-c143-4f0d-b671-6fc102c5a741
1006,珍珠奶茶,kaohsiung,3614.285714285714,35,3000.0,3500.0,4000.0,820.1542911089899,$,813,4.8,135,691178b5-12b1-4c58-9db5-1fc94bba221b
1007,美式美食,kaohsiung,26712.781954887218,133,22000.0,27500.0,30800.0,10216.85481622965,$$,813,4.8,256,12eede43-8ee5-46a0-a2f9-e08e427002b1
1008,美式美食,kaohsiung,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,807,4.9,500,5368c658-3348-40cb-afcf-a3c5dd2dd45b
1009,美式美食,kaohsiung,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,813,4.8,500,0c1490e2-b972-41ef-bbfc-265c9962f1c2
1010,美式美食,kaohsiung,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,813,4.8,500,5eb1fa50-ad32-48fe-8219-0ea1c35b4beb
1011,美式美食,kaohsiung,11962.5,40,4500.0,6250.0,14500.0,12083.06019806241,$,807,4.8,417,961734fb-c394-4823-b871-f041dc213083
1012,美式美食,kaohsiung,23839.473684210527,38,13250.0,21500.0,25000.0,17118.342570312423,$$,800,4.7,111,e3eb16b4-13f7-4d3f-a8c9-d2423047525d
1013,美式美食,kaohsiung,8916.666666666666,6,7500.0,8750.0,10375.0,1426.4368973853075,$,807,4.8,164,fd24dd67-9393-4183-88cc-a3f1715f9005
1014,美式美食,kaohsiung,22621.62162162162,37,12000.0,18000.0,28000.0,13607.13515403125,$$,813,4.0,17,c2f9817d-982c-415e-a28f-7ab716f2b961
1015,美式美食,kaohsiung,19505.154639175256,97,10000.0,20000.0,22000.0,9608.97745113907,$$,800,4.9,19,e58f73e8-1fc5-4725-84ae-fb025d5016d7
1016,美式美食,kaohsiung,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,807,4.8,500,31a861ac-ef2d-4216-9280-960bd472a4e5
1017,美式美食,kaohsiung,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,802,4.9,500,8494da19-e19a-469f-988e-bb34294fb620
1018,美式美食,kaohsiung,12527.272727272728,55,4500.0,5500.0,14750.0,13216.538599874912,$,813,4.8,500,5ae29c93-9f7f-44bb-aa08-bbd29dd21427
1019,美式美食,kaohsiung,10300.0,45,4500.0,4500.0,11500.0,11219.744500953071,$,802,4.8,500,f48b709a-4cbf-4fea-93b5-d8cc7b8397df
1020,美式美食,kaohsiung,13960.0,20,5000.0,9000.0,18675.0,11490.100086596287,$,807,4.8,500,b2e6f92d-57df-4f62-8ccf-41b4cdb9103b
1021,美式美食,kaohsiung,12800.0,28,4975.0,8750.0,11425.0,15799.1184202519,$,807,4.8,310,b8df3ca8-80c0-4f25-b181-215dbbb2618c
1022,美式美食,kaohsiung,13135.0,40,4500.0,7500.0,15000.0,12541.282829120792,$,802,4.8,259,97469769-4938-4c01-b0d2-e287195eef69
1023,美式美食,kaohsiung,21000.0,32,15750.0,24000.0,27000.0,8291.5619758885,$$,801,4.8,331,6cf75f46-7604-4a10-a7a6-f8bb4101a4cb
1024,美式美食,kaohsiung,7428.571428571428,21,5500.0,5500.0,9500.0,3461.646024260556,$,813,4.8,287,32f49091-c96e-4ac7-bb95-6d3558e7d6d7
1025,美式美食,kaohsiung,15756.410256410256,78,10000.0,16000.0,20750.0,7009.034275327474,$,813,4.8,119,6deffc33-7ca7-4352-bde6-c49b30ea32e2
1026,美式美食,kaohsiung,13580.645161290322,31,8000.0,12000.0,18000.0,6499.499700589305,$,801,4.6,79,3b84f310-ea4e-43b8-9591-f50e18ba41b7
1027,美式美食,kaohsiung,19428.571428571428,7,10000.0,24000.0,26500.0,8278.321825400239,$,800,4.9,104,419efe5a-11cf-4f57-815b-2b73baddc237
1028,美式美食,kaohsiung,25705.882352941175,17,20000.0,28000.0,28000.0,6414.732178924982,$$,801,4.4,11,cf5e14af-682a-4138-b143-8b0f26d64f8f
1029,美式美食,kaohsiung,8872.0,50,5000.0,7650.0,9800.0,6149.2451569278,$,807,4.7,194,5b598c3c-89bb-4668-ab36-92140e0729d8
1030,Breakfast and Brunch,kaohsiung,12648.148148148148,27,6000.0,12000.0,17250.0,7006.365908037589,$,800,4.8,33,2fb7a0eb-f385-4a8f-81bd-6cf0e953cb73
1031,Breakfast and Brunch,kaohsiung,5620.805369127517,149,3500.0,5000.0,6500.0,2938.320644592923,$,804,4.8,500,c1f8d100-e5d7-4604-82bc-f10dec378c57
1032,義大利美食,kaohsiung,17830.188679245282,53,16000.0,19000.0,21000.0,6701.128739212109,$,813,4.6,500,a708f216-7c81-47af-9972-01130a71cc99
1033,義大利美食,kaohsiung,25363.636363636364,33,12000.0,28000.0,35000.0,13717.536181766447,$,807,4.9,14,0ed4eeec-bd85-42b6-b6f9-ba8e32fd41df
1034,義大利美食,kaohsiung,16820.754716981133,53,11900.0,18900.0,21900.0,6667.92826558074,$,807,4.5,500,8f819225-fdfd-4c2c-a989-7714a9a8048e
1035,義大利美食,kaohsiung,17389.36170212766,47,11500.0,16000.0,25000.0,7516.739731314403,$$,800,4.7,124,d5c6aadd-2a49-4d92-bb9a-1bdaa5fc9a7c
1036,義大利美食,kaohsiung,8360.377358490567,53,4800.0,6800.0,12800.0,4445.576118728807,$,807,4.5,78,257ebedd-6885-4706-8471-44ee9e434090
1037,義大利美食,kaohsiung,17830.188679245282,53,16000.0,19000.0,21000.0,6701.128739212109,$,813,4.6,500,a708f216-7c81-47af-9972-01130a71cc99
1038,義大利美食,kaohsiung,23100.0,31,17500.0,24000.0,28000.0,7804.258556256527,$$,802,4.8,35,d5837890-0480-4292-85c9-ee7a3378f39e
1039,美式美食,kaohsiung,25705.882352941175,17,20000.0,28000.0,28000.0,6414.732178924982,$$,801,4.4,11,cf5e14af-682a-4138-b143-8b0f26d64f8f
1040,披薩,kaohsiung,25875.0,28,22000.0,27500.0,33750.0,9954.023773616089,$,813,4.7,111,371d6e41-c36e-4445-b706-fcfc04814823
1041,越南美食,kaohsiung,13291.666666666666,12,10250.0,11500.0,12625.0,5938.77910198908,$,800,4.7,302,85ec33af-0e15-4067-be8b-07e9212b7971
1042,越南美食,kaohsiung,9802.631578947368,38,9400.0,9800.0,10900.0,1289.7341305183106,$,81357,4.8,500,19781f97-fb95-418e-9b8a-00454a7481ce
1043,越南美食,kaohsiung,14938.461538461539,65,14000.0,16000.0,17000.0,3507.6923076923076,$,807,4.7,235,bf0ea08c-851f-44bc-a341-de1f1a96132f
1044,雞肉,kaohsiung,3150.0,40,2000.0,3000.0,3500.0,1342.5721582097551,$,807,4.6,500,bb0ccfe2-ba5a-4f30-beb9-4544adc68dd4
1045,台灣美食,kaohsiung,3094.3396226415093,53,2000.0,2500.0,3500.0,1715.7885138556858,$,804,4.7,500,6fc8dc33-4e45-4ff0-b467-f6fa2b5ef64c
1046,美式美食,kaohsiung,11962.5,40,4500.0,6250.0,14500.0,12083.06019806241,$,807,4.8,417,961734fb-c394-4823-b871-f041dc213083
1047,台灣美食,kaohsiung,10190.47619047619,21,10000.0,10000.0,10000.0,587.0870479018073,$,807,4.7,500,5fe5a354-951f-46cc-8ca6-3573fc6307d6
1048,台灣美食,kaohsiung,10476.190476190477,21,9500.0,10000.0,11000.0,1515.6029012228141,$,802,4.7,500,b04554a7-348e-43f9-8780-bc0619986a8b
1049,台灣美食,kaohsiung,14396.22641509434,53,11000.0,16500.0,18000.0,5369.689997170911,$,807,4.7,500,11940449-8d07-43c0-8a3b-11105eccefb6
1050,美式美食,kaohsiung,13960.0,20,5000.0,9000.0,18675.0,11490.100086596287,$,807,4.8,500,b2e6f92d-57df-4f62-8ccf-41b4cdb9103b
1051,台灣美食,kaohsiung,3435.897435897436,78,2000.0,2500.0,2500.0,4261.0030827883575,$,802,4.7,500,bd8f5938-6466-43f9-b7a4-23cab60f910c
1052,美式美食,kaohsiung,13135.0,40,4500.0,7500.0,15000.0,12541.282829120792,$,802,4.8,259,97469769-4938-4c01-b0d2-e287195eef69
1053,美式美食,kaohsiung,7428.571428571428,21,5500.0,5500.0,9500.0,3461.646024260556,$,813,4.8,287,32f49091-c96e-4ac7-bb95-6d3558e7d6d7
1054,韓國美食,kaohsiung,9590.90909090909,22,3250.0,6000.0,17500.0,7164.68035770607,$,802,4.7,500,4233c09b-5565-4dcd-a648-5e8c943c1d04
1055,韓國美食,kaohsiung,16160.0,75,10900.0,12900.0,25000.0,8256.068475168231,$$,802,4.7,500,e3429884-d5eb-4716-8053-2396a87af4d7
1056,韓國美食,kaohsiung,12857.142857142857,7,11000.0,12000.0,13500.0,2474.3582965269675,$,804,4.5,144,be5cb005-ab55-4481-84ba-59d048274fb2
1057,韓國美食,kaohsiung,16814.285714285714,14,14700.0,18600.0,21300.0,6999.781337692642,$,801,4.6,500,a0f70f5b-6d9f-4459-8a71-92d22dc4d580
1058,韓國美食,kaohsiung,17806.451612903227,31,5000.0,20000.0,25000.0,11206.044897628186,$,804,4.6,273,31408ca3-bab0-494f-9075-487e06f70a32
1059,韓國美食,kaohsiung,17560.0,25,8900.0,17000.0,19000.0,14644.480188794685,$,801,4.6,212,d65f0d56-f966-452a-aba4-3e3c38813ab1
1060,韓國美食,kaohsiung,16044.117647058823,34,12000.0,16250.0,20000.0,6998.285133494389,$,807,4.7,356,ed17791b-21d9-44eb-85e2-cc3dffe8aee4
1061,韓國美食,kaohsiung,12293.333333333334,15,5000.0,16000.0,18000.0,6329.662093842152,$,807,4.5,238,872a559d-90a3-406f-866b-433bd444c06b
1062,墨西哥美食,kaohsiung,22146.341463414636,41,15000.0,18000.0,23000.0,17803.207405750887,$,813,4.7,159,ba38c453-9739-4efe-b1d1-4d67e006e77d
1063,美式美食,taipei,24721.153846153848,104,16000.0,28000.0,32000.0,9777.77771940933,$$,106,4.8,465,c180bca2-ed6b-43ea-9503-48836142b64d
1064,健康美食,taipei,20909.090909090908,11,20000.0,20000.0,22000.0,1564.0591394622957,$$,106,4.9,500,24e53fdd-aec3-4fb4-9b31-e0baede91126
1065,Breakfast and Brunch,taipei,7508.571428571428,105,5000.0,6000.0,8500.0,3731.209794505295,$,106,4.7,238,84ca02ea-1c96-4d39-a239-7efb8d9e3b02
1066,Breakfast and Brunch,taipei,8943.75,80,5375.0,7000.0,11500.0,4539.406452114637,$,105,4.7,232,30614228-5288-41d6-98c4-2f66502df378
1067,Breakfast and Brunch,taipei,15800.0,35,13000.0,16000.0,18000.0,4540.610405787184,$,104,4.8,17,60e77c3b-d515-4cdb-ad9f-c6a55fcf83b6
1068,Breakfast and Brunch,taipei,6863.636363636364,33,5500.0,7000.0,7500.0,1321.5734840822136,$,106,4.8,79,89e6e5a5-ced5-49fc-9104-d842e8883a80
1069,Breakfast and Brunch,taipei,5141.7322834645665,127,3500.0,5000.0,6000.0,2041.785575856749,$,106,4.7,500,ff279597-5b3c-4dbc-8430-4a4a1bd79508
1070,Breakfast and Brunch,taipei,11167.1875,64,5500.0,12250.0,15400.0,5782.437166960291,$,114,4.7,500,5ceaea4a-b54e-415e-bd33-8f5b0c3cb493
1071,Breakfast and Brunch,taipei,8045.454545454545,22,4125.0,6000.0,12000.0,4392.423981101104,$,106,4.8,500,a7ab087f-9ac0-490c-b308-3eff0d0f279f
1072,Breakfast and Brunch,taipei,10630.434782608696,69,6500.0,9500.0,12000.0,5323.350376525476,$$,110,4.6,500,80142a9f-f459-495b-a495-27e8dfa0a5da
1073,Breakfast and Brunch,taipei,11167.1875,64,5500.0,12250.0,15400.0,5782.437166960291,$,100,4.7,500,89c1bf05-8614-4701-86e7-6d75922774ee
1074,Breakfast and Brunch,taipei,8271.42857142857,7,7500.0,8200.0,8850.0,1001.0198880774201,$,105,4.6,59,e480a449-7b25-4ec2-b522-d6b126fca1d4
1075,Breakfast and Brunch,taipei,8379.338842975207,121,5000.0,7000.0,13000.0,4249.451444527907,$,100,4.7,403,a5ed2f86-c2f6-490e-a6bf-b6cc08381704
1076,Breakfast and Brunch,taipei,5653.846153846154,13,4000.0,6500.0,7000.0,2060.476190150596,$,100,4.4,500,1d8b6e86-d1f9-411a-b023-4a00e7bb6c11
1077,Breakfast and Brunch,taipei,18965.51724137931,29,7500.0,15000.0,25000.0,12615.624572455816,$,110,4.8,107,b8e1244d-87e8-465a-8016-9aa5f193624f
1078,Breakfast and Brunch,taipei,19961.904761904763,42,10000.0,21900.0,27800.0,8405.552370760435,$$,106,4.7,100,83fcd6a7-8806-433a-bfd0-ba6a04de89e1
1079,Breakfast and Brunch,taipei,25750.0,30,21750.0,27000.0,31875.0,9960.547173724946,$$,106,4.8,266,54914f23-ab48-43be-b7e7-3fd46b4c89e2
1080,Breakfast and Brunch,taipei,25750.0,30,21750.0,27000.0,31875.0,9960.547173724946,$$,110,4.7,113,431c8597-8472-4dd3-9402-de3b9773d8a7
1081,Breakfast and Brunch,taipei,16225.0,50,9625.0,15750.0,20350.0,6487.451348565167,$$,106,4.7,109,fa19575d-5cb2-4e52-9f1f-3bce5af5684c
1082,Breakfast and Brunch,taipei,24250.0,28,16000.0,22000.0,32000.0,8906.759070664097,$$,106,4.7,72,67ddbe70-8b2b-4aee-8c19-5177729e2aab
1083,Breakfast and Brunch,taipei,17608.88888888889,45,15000.0,16000.0,21000.0,4366.9883964032915,$,105,4.5,13,c9b1dff8-0b0e-4b64-808b-585aa2e12cc2
1084,Breakfast and Brunch,taipei,27354.430379746835,79,18000.0,28000.0,35000.0,10927.885564160199,$$,110,4.7,267,66fa6466-09f5-401b-b296-26c5e5b4a18d
1085,台灣美食,taipei,7528.225806451613,124,4500.0,7250.0,9000.0,3634.1250108069667,$,10491,4.8,443,fa581297-07b4-40a7-ac9c-1e81c875a413
1086,台灣美食,taipei,4819.277108433735,83,3500.0,5000.0,5500.0,1930.3821852271226,$,105,4.8,500,6e60cbb0-9f56-49f3-958d-4dd24f208981
1087,Breakfast and Brunch,taipei,4833.333333333333,60,4000.0,4500.0,6500.0,1537.4943540998418,$,106,4.8,350,42c124a5-0be3-4a2b-a280-26609dc139cf
1088,Breakfast and Brunch,taipei,17372.727272727272,110,12500.0,16000.0,21000.0,6952.251552762785,$,106,4.7,500,ca109dae-d2b2-40cd-a62d-13ca022e734a
1089,台灣美食,taipei,8060.810810810811,74,5625.0,8000.0,11000.0,3453.310889471521,$,105,4.8,473,59cf9335-184e-4aa4-9053-5602216b915f
1090,泰國美食,taipei,7514.102564102564,78,6000.0,7000.0,8000.0,4721.329787659361,$,110,4.8,371,4c8a77af-6d63-412d-9392-4a606a5341fb
1091,美式美食,taipei,9488.636363636364,44,4500.0,6000.0,11000.0,7736.813294805406,$,106,4.7,235,2a66614d-9a57-47ea-a93a-813baa6405d7
1092,Breakfast and Brunch,taipei,26493.15068493151,73,18000.0,28000.0,33000.0,11146.746300462888,$$,106,4.8,119,afab1e45-20a8-4c1d-ad11-8570507a6d57
1093,Breakfast and Brunch,taipei,16007.692307692309,26,9250.0,17000.0,22000.0,9243.788895041615,$$,106,4.8,152,0d2ecc37-d1d2-4312-8966-a3d04ac4ed42
1094,台灣美食,taipei,7833.333333333333,18,7125.0,8000.0,8500.0,1374.3685418725536,$,110,4.7,119,91da9a8e-bef4-4d43-b3fb-4a7553bc5e9d
1095,咖啡館,taipei,17506.172839506173,81,15000.0,18000.0,20000.0,3322.6623892358602,$$,105,4.8,15,94df87da-4009-42b5-8c3d-e89fa3711d9f
1096,Breakfast and Brunch,taipei,28774.590163934427,122,16000.0,28000.0,38000.0,13255.852783912309,$$,106,4.7,23,63b950f0-38a0-430d-9c13-6065480d0e31
1097,美式美食,taipei,14342.857142857143,35,9000.0,12000.0,17500.0,7045.537015496739,$,106,4.7,271,73d9f698-8efd-4206-a58f-e147d66b2190
1098,美式美食,taipei,9782.758620689656,58,4000.0,5000.0,6975.0,14855.95361823849,$,106,4.5,11,d4343101-e9f1-47fe-8972-70c198c4695f
1099,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,106,4.8,500,5e5cca42-c74c-4f3d-ae32-1b776b941a0f
1100,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,110,4.8,500,e4e3f257-561d-45c5-b1e5-f956d55e096b
1101,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,105,4.8,500,7cd70b3c-4775-4d6c-b1f5-265de3549c41
1102,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.0138208115,$,110,4.8,500,6896e13c-1d6d-4ce0-9ef1-a876177d6572
1103,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,105,4.8,500,7d8e6edf-e09d-4e29-91bc-0554ff27518d
1104,Breakfast and Brunch,taipei,27354.430379746835,79,18000.0,28000.0,35000.0,10927.885564160199,$$,110,4.7,267,66fa6466-09f5-401b-b296-26c5e5b4a18d
1105,美式美食,taipei,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,105,4.8,500,da4738cd-6951-4b61-a172-a02ddac19c59
